Date,Competition Name,Home team,Opponent,Away team,Minute,Score Home Team - When Messi Scored,Score Away Team - When Messi Scored,Goal Type,Goal Method,Final Game Result
Saturday 22 February 2014,Liga,Real Sociedad,Real Sociedad,FC Barcelona,36,1,1,,Left foot,Lost
Sunday 9 February 2014,Liga,Sevilla,Sevilla,FC Barcelona,56,1,3,,Left foot,Won
Sunday 9 February 2014,Liga,Sevilla,Sevilla,FC Barcelona,44,1,2,,Left foot,Won
Saturday 27 April 2013,Liga,Athletic de Bilbao,Athletic de Bilbao,FC Barcelona,67,1,1,Solo run,Left foot,Draw
Saturday 30 March 2013,Liga,Celta de Vigo,Celta de Vigo,FC Barcelona,73,1,2,,Left foot,Draw
Saturday 2 March 2013,Liga,Real Madrid,Real Madrid,FC Barcelona,18,1,1,,Left foot,Lost
Saturday 16 February 2013,Liga,Granada,Granada,FC Barcelona,73,1,2,Free kick,Left foot,Won
Saturday 16 February 2013,Liga,Granada,Granada,FC Barcelona,50,1,1,Rebound,Right foot,Won
Sunday 3 February 2013,Liga,Valencia,Valencia,FC Barcelona,39,1,1,Penalty,Left foot,Draw
Sunday 11 November 2012,Liga,Real Mallorca,Real Mallorca,FC Barcelona,70,2,4,,Left foot,Won
Saturday 20 October 2012,Liga,Deportivo La Coruña,Deportivo La Coruña,FC Barcelona,77,3,5,,Left foot,Won
Saturday 20 October 2012,Liga,Deportivo La Coruña,Deportivo La Coruña,FC Barcelona,43,2,4,,Right foot,Won
Sunday 26 August 2012,Liga,Osasuna,Osasuna,FC Barcelona,80,1,2,,Left foot,Won
Sunday 26 August 2012,Liga,Osasuna,Osasuna,FC Barcelona,76,1,1,,Left foot,Won
Saturday 14 April 2012,Liga,Levante,Levante,FC Barcelona,72,1,2,Penalty,Left foot,Won
Saturday 14 April 2012,Liga,Levante,Levante,FC Barcelona,64,1,1,Field goal,Left foot,Won
Saturday 7 April 2012,Liga,Real Zaragoza,Real Zaragoza,FC Barcelona,86,1,3,Penalty,Left foot,Won
Saturday 7 April 2012,Liga,Real Zaragoza,Real Zaragoza,FC Barcelona,39,1,2,,Left foot,Won
Sunday 26 February 2012,Liga,Atlético Madrid,Atlético Madrid,FC Barcelona,81,1,2,Free kick,Left foot,Won
Sunday 6 November 2011,Liga,Athletic de Bilbao,Athletic de Bilbao,FC Barcelona,90+1,2,2,Rebound,Left foot,Draw
Saturday 1 May 2010,Liga,Villarreal,Villarreal,FC Barcelona,88,1,4,,Left foot,Won
Saturday 6 March 2010,Liga,UD Almería,UD Almería,FC Barcelona,66,2,2,,Left foot,Draw
Saturday 6 March 2010,Liga,UD Almería,UD Almería,FC Barcelona,42,1,1,Free kick,Left foot,Draw
Saturday 5 December 2009,Liga,Deportivo La Coruña,Deportivo La Coruña,FC Barcelona,80,1,2,,Head,Won
Saturday 2 May 2009,Liga,Real Madrid,Real Madrid,FC Barcelona,75,2,5,,Left foot,Won
Saturday 2 May 2009,Liga,Real Madrid,Real Madrid,FC Barcelona,36,1,3,,Left foot,Won
Sunday 1 February 2009,Liga,Racing Santander,Racing Santander,FC Barcelona,81,1,2,,Right foot,Won
Sunday 1 February 2009,Liga,Racing Santander,Racing Santander,FC Barcelona,65,1,1,Rebound,Right foot,Won
Sunday 11 January 2009,Liga,Osasuna,Osasuna,FC Barcelona,85,2,3,,Left foot,Won
Saturday 1 November 2008,Liga,Málaga,Málaga,FC Barcelona,19,1,2,,Left foot,Won
Saturday 27 September 2008,Liga,Espanyol,Espanyol,FC Barcelona,90+7,1,2,Penalty,Left foot,Won
Sunday 21 September 2008,Liga,Sporting Gijón,Sporting Gijón,FC Barcelona,89,1,6,Field goal,Head,Won
Sunday 21 September 2008,Liga,Sporting Gijón,Sporting Gijón,FC Barcelona,85,1,5,Field goal,Left foot,Won
Monday 28 August 2006,Liga,Celta de Vigo,Celta de Vigo,FC Barcelona,60,1,2,,Left foot,Won
Sunday 16 December 2018,Liga,Levante,Levante,FC Barcelona,43,0,2,Field goal,Right foot,Won
Saturday 2 May 2015,Liga,Córdoba,Córdoba,FC Barcelona,46,0,3,,Head,Won
Saturday 14 March 2015,Liga,Eibar,Eibar,FC Barcelona,55,0,2,,Head,Won
Sunday 18 January 2015,Liga,Deportivo La Coruña,Deportivo La Coruña,FC Barcelona,10,0,1,,Head,Won
Sunday 21 September 2014,Liga,Levante,Levante,FC Barcelona,77,0,5,,Right foot,Won
Sunday 1 September 2013,Liga,Valencia,Valencia,FC Barcelona,39,0,2,,Right foot,Won
Sunday 13 January 2013,Liga,Málaga,Málaga,FC Barcelona,27,0,1,,Right foot,Won
Saturday 27 October 2012,Liga,Rayo Vallecano,Rayo Vallecano,FC Barcelona,89,0,5,,Right foot,Won
Sunday 22 January 2012,Liga,Málaga,Málaga,FC Barcelona,33,0,1,,Head,Won
Saturday 26 February 2011,Liga,Real Mallorca,Real Mallorca,FC Barcelona,38,0,1,,Head,Won
Sunday 29 August 2010,Liga,Racing Santander,Racing Santander,FC Barcelona,3,0,1,,Right foot,Won
Saturday 10 April 2010,Liga,Real Madrid,Real Madrid,FC Barcelona,33,0,1,,Right foot,Won
Sunday 21 March 2010,Liga,Real Zaragoza,Real Zaragoza,FC Barcelona,5,0,1,,Head,Won
Sunday 10 January 2010,Liga,Tenerife,Tenerife,FC Barcelona,45,0,3,,Right foot,Won
Saturday 12 September 2009,Liga,Getafe,Getafe,FC Barcelona,80,0,2,,Head,Won
Sunday 29 January 2006,Liga,Real Mallorca,Real Mallorca,FC Barcelona,75,0,2,,Right foot,Won
Sunday 27 January 2019,Liga,Girona,Girona,FC Barcelona,68,0,2,Field goal,Left foot,Won
Sunday 6 January 2019,Liga,Getafe,Getafe,FC Barcelona,20,0,1,Field goal,Left foot,Won
Sunday 16 December 2018,Liga,Levante,Levante,FC Barcelona,60,0,4,Field goal,Left foot,Won
Sunday 16 December 2018,Liga,Levante,Levante,FC Barcelona,47,0,3,Field goal,Left foot,Won
Saturday 8 December 2018,Liga,Espanyol,Espanyol,FC Barcelona,65,0,4,Free kick,Left foot,Won
Saturday 8 December 2018,Liga,Espanyol,Espanyol,FC Barcelona,18,0,1,Free kick,Left foot,Won
Sunday 29 April 2018,Liga,Deportivo La Coruña,Deportivo La Coruña,FC Barcelona,38,0,2,Field goal,Left foot,Won
Thursday 1 March 2018,Liga,Las Palmas,Las Palmas,FC Barcelona,21,0,1,Free kick,Left foot,Draw
Sunday 21 January 2018,Liga,Real Betis,Real Betis,FC Barcelona,80,0,4,Solo run,Left foot,Won
Sunday 21 January 2018,Liga,Real Betis,Real Betis,FC Barcelona,64,0,2,Field goal,Left foot,Won
Saturday 23 December 2017,Liga,Real Madrid,Real Madrid,FC Barcelona,64,0,2,Penalty,Left foot,Won
Sunday 10 December 2017,Liga,Villarreal,Villarreal,FC Barcelona,83,0,2,Field goal,Left foot,Won
Saturday 28 October 2017,Liga,Athletic de Bilbao,Athletic de Bilbao,FC Barcelona,36,0,1,Field goal,Left foot,Won
Saturday 26 August 2017,Liga,Alavés,Alavés,FC Barcelona,66,0,2,Field goal,Left foot,Won
Saturday 26 August 2017,Liga,Alavés,Alavés,FC Barcelona,55,0,1,Field goal,Left foot,Won
Saturday 11 February 2017,Liga,Alavés,Alavés,FC Barcelona,59,0,3,Field goal,Left foot,Won
Sunday 22 January 2017,Liga,Eibar,Eibar,FC Barcelona,50,0,2,Field goal,Left foot,Won
Saturday 10 December 2016,Liga,Osasuna,Osasuna,FC Barcelona,90+2,0,3,Solo run,Left foot,Won
Saturday 10 December 2016,Liga,Osasuna,Osasuna,FC Barcelona,72,0,2,Field goal,Left foot,Won
Saturday 22 October 2016,Liga,Valencia,Valencia,FC Barcelona,22,0,1,Field goal,Left foot,Won
Saturday 17 September 2016,Liga,Leganés,Leganés,FC Barcelona,55,0,4,Penalty,Left foot,Won
Saturday 17 September 2016,Liga,Leganés,Leganés,FC Barcelona,15,0,1,Field goal,Left foot,Won
Wednesday 20 April 2016,Liga,Deportivo La Coruña,Deportivo La Coruña,FC Barcelona,73,0,6,Field goal,Left foot,Won
Sunday 6 March 2016,Liga,Eibar,Eibar,FC Barcelona,76,0,3,Penalty,Left foot,Won
Sunday 6 March 2016,Liga,Eibar,Eibar,FC Barcelona,41,0,2,Field goal,Left foot,Won
Thursday 3 March 2016,Liga,Rayo Vallecano,Rayo Vallecano,FC Barcelona,54,0,3,Rebound,Left foot,Won
Thursday 3 March 2016,Liga,Rayo Vallecano,Rayo Vallecano,FC Barcelona,23,0,2,Field goal,Left foot,Won
Wednesday 17 February 2016,Liga,Sporting Gijón,Sporting Gijón,FC Barcelona,25,0,1,Field goal,Left foot,Won
Sunday 17 May 2015,Liga,Atlético Madrid,Atlético Madrid,FC Barcelona,65,0,1,,Left foot,Won
Saturday 2 May 2015,Liga,Córdoba,Córdoba,FC Barcelona,80,0,6,Rebound,Left foot,Won
Saturday 25 April 2015,Liga,Espanyol,Espanyol,FC Barcelona,25,0,2,,Left foot,Won
Saturday 11 April 2015,Liga,Sevilla,Sevilla,FC Barcelona,14,0,1,,Left foot,Draw
Saturday 14 March 2015,Liga,Eibar,Eibar,FC Barcelona,31,0,1,Penalty,Left foot,Won
Sunday 8 February 2015,Liga,Athletic de Bilbao,Athletic de Bilbao,FC Barcelona,15,0,1,Free kick,Left foot,Won
Saturday 24 January 2015,Liga,Elche,Elche,FC Barcelona,88,0,5,,Left foot,Won
Saturday 24 January 2015,Liga,Elche,Elche,FC Barcelona,55,0,2,Penalty,Left foot,Won
Sunday 18 January 2015,Liga,Deportivo La Coruña,Deportivo La Coruña,FC Barcelona,62,0,3,,Left foot,Won
Sunday 18 January 2015,Liga,Deportivo La Coruña,Deportivo La Coruña,FC Barcelona,33,0,2,,Left foot,Won
Saturday 4 October 2014,Liga,Rayo Vallecano,Rayo Vallecano,FC Barcelona,35,0,1,,Left foot,Won
Saturday 29 March 2014,Liga,Espanyol,Espanyol,FC Barcelona,77,0,1,Penalty,Left foot,Won
Saturday 28 September 2013,Liga,UD Almería,UD Almería,FC Barcelona,21,0,1,,Left foot,Won
Sunday 1 September 2013,Liga,Valencia,Valencia,FC Barcelona,41,0,3,,Left foot,Won
Sunday 1 September 2013,Liga,Valencia,Valencia,FC Barcelona,11,0,1,,Left foot,Won
Saturday 19 January 2013,Liga,Real Sociedad,Real Sociedad,FC Barcelona,7,0,1,,Left foot,Lost
Saturday 22 December 2012,Liga,Real Valladolid,Real Valladolid,FC Barcelona,59,0,2,,Left foot,Won
Sunday 9 December 2012,Liga,Real Betis,Real Betis,FC Barcelona,25,0,2,,Left foot,Won
Sunday 9 December 2012,Liga,Real Betis,Real Betis,FC Barcelona,16,0,1,,Left foot,Won
Sunday 25 November 2012,Liga,Levante,Levante,FC Barcelona,52,0,2,,Left foot,Won
Sunday 25 November 2012,Liga,Levante,Levante,FC Barcelona,47,0,1,,Left foot,Won
Sunday 11 November 2012,Liga,Real Mallorca,Real Mallorca,FC Barcelona,44,0,2,,Left foot,Won
Saturday 27 October 2012,Liga,Rayo Vallecano,Rayo Vallecano,FC Barcelona,48,0,2,,Left foot,Won
Saturday 20 October 2012,Liga,Deportivo La Coruña,Deportivo La Coruña,FC Barcelona,18,0,3,,Left foot,Won
Saturday 15 September 2012,Liga,Getafe,Getafe,FC Barcelona,78,0,3,,Left foot,Won
Saturday 15 September 2012,Liga,Getafe,Getafe,FC Barcelona,74,0,2,Penalty,Left foot,Won
Sunday 29 April 2012,Liga,Rayo Vallecano,Rayo Vallecano,FC Barcelona,90,0,7,,Left foot,Won
Sunday 29 April 2012,Liga,Rayo Vallecano,Rayo Vallecano,FC Barcelona,16,0,1,,Left foot,Won
Saturday 24 March 2012,Liga,Real Mallorca,Real Mallorca,FC Barcelona,25,0,1,Free kick,Left foot,Won
Saturday 17 March 2012,Liga,Sevilla,Sevilla,FC Barcelona,25,0,2,,Left foot,Won
Sunday 11 March 2012,Liga,Racing Santander,Racing Santander,FC Barcelona,56,0,2,Penalty,Left foot,Won
Sunday 11 March 2012,Liga,Racing Santander,Racing Santander,FC Barcelona,29,0,1,,Left foot,Won
Sunday 22 January 2012,Liga,Málaga,Málaga,FC Barcelona,81,0,4,,Left foot,Won
Sunday 22 January 2012,Liga,Málaga,Málaga,FC Barcelona,51,0,3,,Left foot,Won
Saturday 16 April 2011,Liga,Real Madrid,Real Madrid,FC Barcelona,53,0,1,Penalty,Left foot,Draw
Wednesday 2 March 2011,Liga,Valencia,Valencia,FC Barcelona,77,0,1,,Left foot,Won
Saturday 29 January 2011,Liga,Hercules Alicante,Hercules Alicante,FC Barcelona,89,0,3,,Left foot,Won
Saturday 29 January 2011,Liga,Hercules Alicante,Hercules Alicante,FC Barcelona,87,0,2,,Left foot,Won
Saturday 8 January 2011,Liga,Deportivo La Coruña,Deportivo La Coruña,FC Barcelona,52,0,2,Free kick,Left foot,Won
Saturday 4 December 2010,Liga,Osasuna,Osasuna,FC Barcelona,83,0,3,Penalty,Left foot,Won
Saturday 4 December 2010,Liga,Osasuna,Osasuna,FC Barcelona,65,0,2,,Left foot,Won
Saturday 20 November 2010,Liga,UD Almería,UD Almería,FC Barcelona,67,0,7,Rebound,Left foot,Won
Saturday 20 November 2010,Liga,UD Almería,UD Almería,FC Barcelona,37,0,5,Rebound,Left foot,Won
Saturday 20 November 2010,Liga,UD Almería,UD Almería,FC Barcelona,17,0,1,Field goal,Left foot,Won
Sunday 7 November 2010,Liga,Getafe,Getafe,FC Barcelona,23,0,1,,Left foot,Won
Saturday 23 October 2010,Liga,Real Zaragoza,Real Zaragoza,FC Barcelona,66,0,2,,Left foot,Won
Saturday 23 October 2010,Liga,Real Zaragoza,Real Zaragoza,FC Barcelona,42,0,1,,Left foot,Won
Sunday 19 September 2010,Liga,Atlético Madrid,Atlético Madrid,FC Barcelona,13,0,1,,Left foot,Won
Saturday 8 May 2010,Liga,Sevilla,Sevilla,FC Barcelona,5,0,1,,Left foot,Won
Saturday 1 May 2010,Liga,Villarreal,Villarreal,FC Barcelona,19,0,1,,Left foot,Won
Sunday 21 March 2010,Liga,Real Zaragoza,Real Zaragoza,FC Barcelona,78,0,3,,Left foot,Won
Sunday 21 March 2010,Liga,Real Zaragoza,Real Zaragoza,FC Barcelona,66,0,2,Solo run,Left foot,Won
Saturday 23 January 2010,Liga,Real Valladolid,Real Valladolid,FC Barcelona,56,0,3,,Left foot,Won
Sunday 10 January 2010,Liga,Tenerife,Tenerife,FC Barcelona,75,0,4,,Left foot,Won
Sunday 10 January 2010,Liga,Tenerife,Tenerife,FC Barcelona,36,0,1,,Left foot,Won
Saturday 5 December 2009,Liga,Deportivo La Coruña,Deportivo La Coruña,FC Barcelona,27,0,1,,Left foot,Won
Tuesday 22 September 2009,Liga,Racing Santander,Racing Santander,FC Barcelona,63,0,4,,Left foot,Won
Tuesday 22 September 2009,Liga,Racing Santander,Racing Santander,FC Barcelona,24,0,2,,Left foot,Won
Saturday 25 April 2009,Liga,Valencia,Valencia,FC Barcelona,24,0,1,,Left foot,Draw
Saturday 18 April 2009,Liga,Getafe,Getafe,FC Barcelona,19,0,1,,Left foot,Won
Sunday 1 March 2009,Liga,Atlético Madrid,Atlético Madrid,FC Barcelona,30,0,2,,Left foot,Lost
Saturday 29 November 2008,Liga,Sevilla,Sevilla,FC Barcelona,90+2,0,3,,Left foot,Won
Saturday 29 November 2008,Liga,Sevilla,Sevilla,FC Barcelona,78,0,2,,Left foot,Won
Sunday 16 November 2008,Liga,Recreativo Huelva,Recreativo Huelva,FC Barcelona,52,0,1,,Left foot,Won
Saturday 29 September 2007,Liga,Levante,Levante,FC Barcelona,51,0,4,,Left foot,Won
Sunday 17 June 2007,Liga,Gimnàstic,Gimnàstic,FC Barcelona,51,0,4,,Left foot,Won
Sunday 17 June 2007,Liga,Gimnàstic,Gimnàstic,FC Barcelona,35,0,2,,Left foot,Won
Sunday 20 May 2007,Liga,Atlético Madrid,Atlético Madrid,FC Barcelona,80,0,5,,Left foot,Won
Sunday 20 May 2007,Liga,Atlético Madrid,Atlético Madrid,FC Barcelona,39,0,1,,Left foot,Won
Saturday 17 March 2007,Liga,Recreativo Huelva,Recreativo Huelva,FC Barcelona,86,0,4,,Left foot,Won
Sunday 29 January 2006,Liga,Real Mallorca,Real Mallorca,FC Barcelona,81,0,3,,Left foot,Won
